sent
1	Кстати	0 кстати CONJ Prnt
583	собиралась	0 собираться VERB impf intr femn sing past indc
584	идти	0 идти INFN impf intr actv
585	за	0 за PREP
586	Лорой	0 Лора NOUN femn anim sing ablt
587	в	0 в PREP
588	школу	0 школа NOUN femn inan sing accs
589	,	0 , PNCT
589	как	0 как CONJ
590	вдруг	0 вдруг ADVB
591	к	0 к PREP
592	ней	0 она ADJF Apro Subx femn sing 3per datv
593	пришли	0 прийти VERB perf intr actv plur past indc
594	классный	0 классный ADJF masc sing nomn
595	руководитель	0 руководитель NOUN masc anim sing nomn
596	Лоры	0 Лора NOUN femn anim sing gent
597	и	0 и CONJ
598	члены	0 член NOUN masc anim plur nomn
599	родительского	0 родительский ADJF masc sing gent
600	комитета	0 комитет NOUN masc inan sing gent
601	.	0 . PNCT
/sent
sent
601	Вы	0 вы ADJF Apro Subx plur 2per nomn
602	уже	0 уже ADVB
603	получили	0 получить VERB perf tran plur actv past indc
604	два	0 два NUMR neut accs
605	кило	0 кило NOUN neut inan Fixd sing gent
606	колбасы	0 колбаса NOUN femn inan sing gent
607	!	0 ! PNCT
/sent
sent
607	Делюсь	0 делиться VERB impf intr sing pres 1per indc
608	этими	0 этот ADJF Apro plur ablt
609	соображениями	0 соображение NOUN neut inan plur ablt
610	с	0 с PREP
611	ведущим	0 ведущий ADJF masc sing ablt
612	и	0 и CONJ
613	научным	0 научный ADJF masc sing ablt
614	руководителем	0 руководитель NOUN masc anim sing ablt
615	конференции	0 конференция NOUN femn inan sing gent
616	доктором	0 доктор NOUN masc anim sing ablt
617	филологических	0 филологический ADJF plur gent
618	наук	0 наука NOUN femn inan plur gent
619	,	0 , PNCT
619	филологом	0 филолог NOUN masc anim sing ablt
620	-	0 - PNCT
620	герменевтом	0 герменевт NOUN masc anim sing ablt
621	Вячеславом	0 Вячеслав NOUN masc anim sing ablt
622	Океанским	0 Океанский NOUN masc anim sing ablt
623	:	0 : PNCT
/sent
sent
623	Небольшая	0 небольшой ADJF femn sing nomn
624	толика	0 толика NOUN femn inan sing nomn
625	прозрачной	0 прозрачный ADJF femn sing gent
626	воды	0 вода NOUN femn inan sing gent
627	среди	0 среди PREP
628	огромной	0 огромный ADJF femn sing gent
629	помойки	0 помойка NOUN femn inan sing gent
630	.	0 . PNCT
/sent
sent
630	И	0 и CONJ
631	решил	0 решить VERB perf tran masc sing actv past indc
632	,	0 , PNCT
632	что	0 что CONJ
633	должен	0 должен ADJS masc sing
634	выжить	0 выжить INFN perf intr actv
635	не	0 не PRCL
636	только	0 только PRCL
637	для	0 для PREP
638	себя	0 себя ADJF Apro Subx gent
639	и	0 и CONJ
640	Ани	0 Аня NOUN femn anim sing gent
641	,	0 , PNCT
641	но	0 но CONJ
642	и	0 и CONJ
643	для	0 для PREP
644	него	0 он ADJF Apro Subx masc sing 3per gent
645	.	0 . PNCT
/sent
sent
645	Вопрос	0 вопрос NOUN masc inan sing nomn
646	только	0 только PRCL
647	в	0 в PREP
648	том	0 то ADJF Apro Subx neut sing loct
649	,	0 , PNCT
649	сколько	0 сколько NUMR accs
650	усилий	0 усилие NOUN neut inan plur gent
651	надо	0 надо PRED
652	приложить	0 приложить INFN perf tran actv
653	для	0 для PREP
654	достижения	0 достижение NOUN neut inan sing gent
655	удовлетворительного	0 удовлетворительный ADJF masc sing gent
656	результата	0 результат NOUN masc inan sing gent
657	.	0 . PNCT
/sent
sent
657	3	0 3 NUMR
658	.	0 . PNCT
/sent
sent
658	Отвечая	0 отвечать GRND impf intr actv pres
659	на	0 на PREP
660	вопросы	0 вопрос NOUN masc inan plur accs
661	анкеты	0 анкета NOUN femn inan sing gent
662	,	0 , PNCT
662	размещённой	0 разместить PRTF perf tran femn sing gent pssv past
663	на	0 на PREP
664	сайте	0 сайт NOUN masc inan sing loct
665	журнала	0 журнал NOUN masc inan sing gent
666	«	0 « PNCT
666	Эксперт	0 эксперт NOUN masc anim sing nomn
667	»	0 » PNCT
668	,	0 , PNCT
669	78	0 78 NUMR
670	%	0 % PNCT
670	наших	0 наш ADJF Apro plur gent
671	читателей	0 читатель NOUN masc anim plur gent
672	отметили	0 отметить VERB perf tran plur actv past indc
673	,	0 , PNCT
673	что	0 что CONJ
674	недовольны	0 недовольный ADJS plur
675	уровнем	0 уровень NOUN masc inan sing ablt
676	сервиса	0 сервис NOUN masc inan sing gent
677	в	0 в PREP
678	российских	0 российский ADJF plur loct
679	интернет	0 интернет NOUN masc inan sing nomn
680	-	0 - PNCT
680	магазинах	0 магазин NOUN masc inan plur loct
681	.	0 . PNCT
/sent
sent
681	Агентство	0 агентство NOUN neut inan sing nomn
682	R	0 R UNKN
683	/	0 / PNCT
683	GA	0 GA UNKN
684	,	0 , PNCT
684	входящее	0 входить PRTF impf intr actv neut sing nomn pres
685	в	0 в PREP
686	Interpublic	0 Interpublic UNKN
687	Group	0 Group UNKN
688	of	0 of UNKN
689	Cos	0 Cos UNKN
690	,	0 , PNCT
690	работает	0 работать VERB impf intr actv sing pres 3per indc
691	с	0 с PREP
692	Nike	0 Nike UNKN
693	уже	0 уже ADVB
694	более	0 много NUMR
695	двух	0 два NUMR neut gent
696	лет	0 год NOUN masc inan plur gent
697	,	0 , PNCT
697	и	0 и CONJ
698	именно	0 именно PRCL
699	ему	0 он ADJF Apro Subx masc sing 3per datv
700	принадлежит	0 принадлежать VERB impf intr actv sing pres 3per indc
701	заслуга	0 заслуга NOUN femn inan sing nomn
702	успешного	0 успешный ADJF neut sing gent
703	продвижения	0 продвижение NOUN neut inan sing gent
704	мирового	0 мировой ADJF masc sing gent
705	лидера	0 лидер NOUN masc anim sing gent
706	по	0 по PREP
707	производству	0 производство NOUN neut inan sing datv
708	кроссовок	0 кроссовка NOUN femn inan plur gent
709	в	0 в PREP
710	Интернете	0 интернет NOUN masc inan sing loct
711	,	0 , PNCT
711	включая	0 включая PREP
712	создание	0 создание NOUN neut inan sing accs
713	главного	0 главный ADJF masc sing gent
714	сайта	0 сайт NOUN masc inan sing gent
715	Nike	0 Nike UNKN
716	.	0 . PNCT
716	com	0 com UNKN
717	,	0 , PNCT
717	а	0 а CONJ
718	также	0 также PRCL
719	таких	0 такой ADJF Apro plur gent
720	ресурсов	0 ресурс NOUN masc inan plur gent
721	,	0 , PNCT
721	как	0 как CONJ
722	NikeBasketball	0 NikeBasketball UNKN
723	,	0 , PNCT
723	NikeGoddess	0 NikeGoddess UNKN
724	,	0 , PNCT
724	NikeLab	0 NikeLab UNKN
725	,	0 , PNCT
725	NikeRunning	0 NikeRunning UNKN
726	и	0 и CONJ
727	NikeSoccer	0 NikeSoccer UNKN
728	.	0 . PNCT
/sent
sent
728	И	0 и CONJ
729	нам	0 мы ADJF Apro Subx plur 1per datv
730	приятно	0 приятно ADVB
731	узнавать	0 узнавать INFN impf tran actv
732	от	0 от PREP
733	вас	0 вы ADJF Apro Subx plur 2per gent
734	самые	0 самый ADJF Apro plur accs inan
735	разные	0 разный ADJF plur accs inan
736	подробности	0 подробность NOUN femn inan plur accs
737	о	0 о PREP
738	нашем	0 наш ADJF Apro masc sing loct
739	городе	0 город NOUN masc inan sing loct
740	.	0 . PNCT
/sent
sent
740	Отношение	0 отношение NOUN neut inan sing nomn
741	правительства	0 правительство NOUN neut inan sing gent
742	к	0 к PREP
743	дореволюционным	0 дореволюционный ADJF plur datv
744	предметам	0 предмет NOUN masc inan plur datv
745	и	0 и CONJ
746	наследию	0 наследие NOUN neut inan sing datv
747	прошлого	0 прошлое NOUN neut inan sing gent
748	как	0 как CONJ
749	к	0 к PREP
750	пережиткам	0 пережиток NOUN masc inan plur datv
751	,	0 , PNCT
751	мешающим	0 мешать PRTF impf intr actv plur datv pres
752	построению	0 построение NOUN neut inan sing datv
753	нового	0 новое NOUN neut inan sing gent
754	,	0 , PNCT
754	может	0 мочь VERB impf intr actv sing pres 3per indc
755	быть	0 быть INFN impf intr actv
756	проиллюстрировано	0 проиллюстрировать PRTS perf neut sing pssv past
757	высказыванием	0 высказывание NOUN neut inan sing ablt
758	Иосифа	0 Иосиф NOUN masc anim sing gent
759	Сталина	0 Сталин NOUN masc anim sing gent
760	по	0 по PREP
761	поводу	0 повод NOUN masc inan sing datv
762	сноса	0 снос NOUN masc inan sing gent
763	Сухаревой	0 Сухарев NOUN femn sing gent
764	башни	0 башня NOUN femn inan sing gent
765	в	0 в PREP
766	Москве	0 Москва NOUN femn inan sing loct
767	:	0 : PNCT
768	"	0 " PNCT
769	Советские	0 советский ADJF plur nomn
770	люди	0 человек NOUN masc anim plur nomn
771	сумеют	0 суметь VERB perf intr actv plur futr 3per indc
772	создать	0 создать INFN perf tran actv
773	более	0 более ADVB
774	величественные	0 величественный ADJF plur accs inan
775	и	0 и CONJ
776	достопамятные	0 достопамятный ADJF plur accs inan
777	образцы	0 образец NOUN masc inan plur accs
778	архитектурного	0 архитектурный ADJF neut sing gent
779	творчества	0 творчество NOUN neut inan sing gent
780	"	0 " PNCT
781	[	0 [ PNCT
782	26	0 26 NUMR
783	]	0 ] PNCT
784	.	0 . PNCT
/sent
sent
785	После	0 после PREP
786	венчания	0 венчание NOUN neut inan sing gent
787	жених	0 жених NOUN masc anim sing nomn
788	и	0 и CONJ
789	невеста	0 невеста NOUN femn anim sing nomn
790	именовались	0 именоваться VERB impf intr plur past indc
791	уже	0 уже ADVB
792	"	0 " PNCT
792	молодыми	0 молодые NOUN plur ablt
793	"	0 " PNCT
793	и	0 и CONJ
794	из	0 из PREP
795	церкви	0 церковь NOUN femn inan sing gent
796	возвращались	0 возвращаться VERB impf intr plur past indc
797	вместе	0 вместе ADVB
798	в	0 в PREP
799	одной	0 один ADJF Anum femn loct
800	повозке	0 повозка NOUN femn inan sing loct
801	.	0 . PNCT
/sent
sent
801	НАДО	0 надо PRED
802	УМЕТЬ	0 уметь INFN impf intr actv
803	ДЕРЖАТЬ	0 держать INFN impf tran actv
804	УДАР	0 удар NOUN masc inan sing accs
805	.	0 . PNCT
/sent
sent
805	наше	0 наш ADJF Apro neut sing nomn
806	знакомство	0 знакомство NOUN neut inan sing nomn
/sent
sent
807	j	0 j UNKN
/sent
sent
808	Быстро	0 быстро ADVB
809	признавался	0 признаваться VERB impf intr masc sing past indc
810	в	0 в PREP
811	любви	0 любовь NOUN femn inan sing loct
812	,	0 , PNCT
812	крутил	0 крутить VERB impf tran masc sing actv past indc
813	роман	0 роман NOUN masc inan sing accs
814	,	0 , PNCT
814	а	0 а CONJ
815	между	0 между PREP
816	тем	0 то ADJF Apro Subx neut sing ablt
817	узнавал	0 узнавать VERB impf tran actv masc sing past indc
818	,	0 , PNCT
818	где	0 где ADVB Ques
819	у	0 у PREP
820	его	0 его ADJF Apro
821	горячо	0 горячо ADVB
822	любимой	0 любимый ADJF femn sing gent
823	женщины	0 женщина NOUN femn anim sing gent
824	лежат	0 лежать VERB impf intr actv plur pres 3per indc
825	деньги	0 деньги NOUN plur nomn
826	и	0 и CONJ
827	ценности	0 ценность NOUN femn inan plur nomn
828	.	0 . PNCT
/sent
sent
828	Потом	0 потом ADVB Ques
829	,	0 , PNCT
829	ещё	0 еще ADVB
830	через	0 через PREP
831	год	0 год NOUN masc inan sing accs
832	,	0 , PNCT
832	открылась	0 открыться VERB perf intr femn sing past indc
833	166-я	0 166-й ADJF Anum femn sing nomn
834	,	0 , PNCT
834	туда	0 туда ADVB Ques
835	тоже	0 тоже PRCL
836	перешла	0 перейти VERB perf tran femn sing actv past indc
837	часть	0 часть NOUN femn inan sing nomn
838	наших	0 наш ADJF Apro plur gent
839	учителей	0 учитель NOUN masc anim plur gent
840	и	0 и CONJ
841	детей	0 ребенок NOUN masc anim plur gent
842	.	0 . PNCT
/sent
sent
842	Он	0 он ADJF Apro Subx masc sing 3per nomn
843	отметил	0 отметить VERB perf tran masc sing actv past indc
844	,	0 , PNCT
844	что	0 что CONJ
845	в	0 в PREP
846	Федеральный	0 федеральный ADJF masc sing accs inan
847	закон	0 закон NOUN masc inan sing accs
848	"	0 " PNCT
848	Об	0 об PREP
849	аудиторской	0 аудиторский ADJF femn sing loct
850	деятельности	0 деятельность NOUN femn inan sing loct
851	"	0 " PNCT
851	будут	0 быть VERB impf intr actv plur futr 3per indc
852	внесены	0 внести PRTS perf plur pssv past
853	изменения	0 изменение NOUN neut inan plur nomn
854	,	0 , PNCT
854	определяющие	0 определять PRTF impf tran plur nomn actv pres
855	новые	0 новый ADJF plur accs inan
856	,	0 , PNCT
856	более	0 более ADVB
857	жёсткие	0 жесткий ADJF plur accs inan
858	критерии	0 критерий NOUN masc inan plur accs
859	аккредитации	0 аккредитация NOUN femn inan sing gent
860	профессиональных	0 профессиональный ADJF plur gent
861	организаций	0 организация NOUN femn inan plur gent
